name;price;expiration
Soup - Knorr, Classic Can. Chili #();$137.77;2/21/2023
Veal - Loin #(5552033378109898);$72.60;12/16/2022
Cauliflower #(493618812402790066);$62.75;12/4/2022
Containter - 3oz Microwave Rect. #();$164.91;2/1/2023
Soup - Campbells - Chicken Noodle #(3571356051501475);$135.41;11/27/2022
Olives - Kalamata #(670663142207435239);$141.27;12/31/2022
Coffee - Ristretto Coffee Capsule #(3547875144677688);$120.87;3/15/2023
Calypso - Black Cherry Lemonade #(test⁠test‫);$86.02;
Table Cloth 120 Round White #(5108757884474300);$95.28;2/26/2023
Pork - Tenderloin, Fresh #(ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ);$142.29;2/7/2023
Prunes - Pitted #(3542222465128972);$59.94;12/21/2022
Cheese - Brie,danish #();;1/19/2023
Puree - Mango #(3582704336241713);$100.97;11/29/2022
Pur Value #(6387354350778610);$17.28;12/19/2022
Chutney Sauce #(3561015847910760);$190.74;1/22/2023
Wine - Bourgogne 2002, La #(3531562580250505);$61.83;1/18/2023
Containter - 3oz Microwave Rect. #();$164.91;2/1/2023
Langers - Mango Nectar #(3583793476985378);$59.28;3/6/2023
Soup - Chicken And Wild Rice #();$185.75;3/6/2023
Lettuce - Red Leaf #(3580248284236061);$67.38;11/29/2022
Salmon - Atlantic, No Skin #(😍);$130.87;2/8/2023
Tortillas - Flour, 10 #(3554267896445664);$156.10;12/19/2022
Chocolate Bar - Oh Henry #(⁰⁴⁵₀₁₂);$160.39;11/30/2022
Shrimp - Baby, Cold Water #(₀₁₂);$149.64;11/23/2022
Bar Special K #(3537387385793531);$11.92;12/13/2022
Steampan Lid #(5602240065812219);$80.47;11/28/2022
Tortillas - Flour, 10 #(3554267896445664);$156.10;12/19/2022
Island Oasis - Ice Cream Mix #();$27.97;3/15/2023
Cumin - Ground #(56022532867777631);$125.00;2/23/2023
Croissants Thaw And Serve #(3547392994782246);$3.09;2/14/2023
Artichokes - Jerusalem #(3548254390664304);$191.99;12/13/2022
Watercress #(⁦test⁧);$181.35;3/5/2023
Shrimp - 16/20, Peeled Deviened #(3565504291643239);$12.09;2/27/2023
Longos - Chicken Curried #(3551954644106945);$24.53;12/6/2022
Emulsifier #(490320260608872814);$126.09;1/28/2023
Prunes - Pitted #(3542222465128972);$59.94;12/21/2022
Beef - Tongue, Cooked #();$111.50;1/5/2023
Swordfish Loin Portions #();$142.39;1/7/2023
Muffin Mix - Morning Glory #(4917312655515610);$53.26;1/20/2023
;$49.90;2/9/2023
Yeast - Fresh, Fleischman #();$104.76;3/12/2023
Kaffir Lime Leaves #(3566691100894043);$79.10;2/15/2023
;$80.59;1/27/2023
Squash - Sunburst #(5589534588642773);$76.90;2/16/2023
Cheese - Brie,danish #();;1/19/2023
Oil - Cooking Spray #(3589852879397559);$47.54;3/11/2023
Shrimp - Baby, Cold Water #(₀₁₂);$149.64;11/23/2022
Wine - Red Oakridge Merlot #(3566162296070996);$174.54;1/16/2023
Carrots - Purple, Organic #(3545669707949606);$45.58;12/10/2022
Bread - Frozen Basket Variety #(3543289529516046);$45.44;1/9/2023
Hot Chocolate - Individual #(3583293705389690);$77.27;1/2/2023
Beef - Shank #(4917638044880699);;1/21/2023
Appetizer - Seafood Assortment #(0604583600344324);$87.42;1/2/2023
Pepper - Chipotle, Canned #();$18.67;2/25/2023
Hummus - Spread #(337941625824171);$163.79;3/11/2023
Coffee - Egg Nog Capuccino #(3584413649227447);$116.30;12/14/2022
Cookie Dough - Chocolate Chip #(4903607566223907);$171.33;11/30/2022
Veal - Shank, Pieces #(3535281600094241);$106.09;12/5/2022
Wine - White, Ej #(4936293856676685508);$109.57;12/26/2022
Olives - Green, Pitted #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$101.36;11/27/2022
Olives - Nicoise #(4913741195825630);$195.45;2/22/2023
Salmon - Atlantic, Fresh, Whole #(3546874966767074);$113.33;2/10/2023
Liners - Banana, Paper #(3574091552943267);$77.47;3/7/2023
Sobe - Lizard Fuel #(3573646761635052);$69.72;1/20/2023
Wine La Vielle Ferme Cote Du #(6333266461103073740);;1/5/2023
Cheese - Brie Roitelet #();$188.37;1/15/2023
Star Fruit #();;1/19/2023
Veal - Leg, Provimi - 50 Lb Max #();$169.50;1/2/2023
Savory #();$39.16;1/28/2023
Beef - Striploin Aa #(5356120202190091);;2/14/2023
Muffin Mix - Corn Harvest #(3538257064491401);$153.95;2/21/2023
Soup - Campbells, Butternut #();$169.55;12/3/2022
Kaffir Lime Leaves #(3566691100894043);$79.10;2/15/2023
Veal - Tenderloin, Untrimmed #();$113.52;3/1/2023
Trout - Rainbow, Frozen #(67610692805765893);$94.67;3/1/2023
Beans - Turtle, Black, Dry #(36856494026696);$13.36;1/28/2023
Chocolate - White #(3568887545024034);$32.56;3/17/2023
Wine - Winzer Krems Gruner #(3588845863388312);$112.73;1/25/2023
Beans - Navy, Dry #(50383480212369694);$194.53;1/21/2023
Puree - Mocha #(1E2);$1.77;3/4/2023
Wine - Chardonnay South #(5554362250685164);$108.76;2/28/2023
Mushrooms - Honey #(3546324664449187);$41.69;2/19/2023
Bread - Bistro White #(6334177978558377);$160.81;2/5/2023
Sponge Cake Mix - Vanilla #(3589745983319008);$198.28;3/8/2023
Ham - Proscuitto #(3570573903045490);$92.12;12/9/2022
Hog / Sausage Casing - Pork #(5602237339314154);$162.85;12/3/2022
Carrots - Jumbo #(3561371469929665);$123.60;1/12/2023
Curry Paste - Madras #(4041379612799);$37.08;12/30/2022
Wine - Magnotta - Bel Paese White #(3579366406370676);$67.75;1/30/2023
Banana - Green #(5473754032463795);$94.56;2/12/2023
Higashimaru Usukuchi Soy #(5213582486235863);$82.93;12/23/2022
Mousse - Mango #();$140.86;1/7/2023
Icecream Bar - Del Monte #();$191.72;3/2/2023
Appetizer - Escargot Puff #(5602252067951739);$105.10;2/10/2023
Cheese - Brie, Cups 125g #(4017956126189774);$0.41;12/19/2022
Schnappes - Peach, Walkers #(3547937876741460);$164.41;12/23/2022
Emulsifier #(490320260608872814);$126.09;1/28/2023
Puree - Mocha #(1E2);$1.77;3/4/2023
Sauce - Hp #(3572143017395302);$150.07;2/26/2023
Bread - Bistro Sour #(3580804972772278);$108.09;12/8/2022
Horseradish - Prepared #(4905090108881062754);$45.45;3/6/2023
;$129.66;3/4/2023
Cherries - Bing, Canned #();$59.22;3/9/2023
Crackers - Soda / Saltins #(6370816053838619);$129.18;12/11/2022
Vinegar - White Wine #((｡◕ ∀ ◕｡));$92.55;3/3/2023
;$113.28;1/16/2023
Mince Meat - Filling #(67626360182105107);$18.73;3/3/2023
Glucose #(4936417142155479);$123.62;2/19/2023
Sprouts - Alfalfa #(5100137000608263);$184.93;3/7/2023
Oil - Margarine #();$112.71;12/23/2022
Lime Cordial - Roses #(6706516655990140);$181.26;2/26/2023
Stock - Fish #(6333476109722733);$182.71;12/27/2022
Watercress #(⁦test⁧);$181.35;3/5/2023
Sauce - Hp #(3572143017395302);$150.07;2/26/2023
Trout - Rainbow, Frozen #(67610692805765893);$94.67;3/1/2023
Amaretto #(6761319895012810735);$0.99;2/20/2023
Lotus Rootlets - Canned #(3536785379903589);$139.92;3/6/2023
Lentils - Green Le Puy #(6304942407510133);$6.25;3/5/2023
Wine - Soave Folonari #(3563852204014176);$122.13;3/11/2023
Flavouring Vanilla Artificial #(-1.00);$189.85;1/30/2023
Pepper - Orange #(5010120725069762);$113.95;12/10/2022
Beans - Black Bean, Preserved #(6386453506462599);$45.78;
Goulash Seasoning #(5002353071480164);$87.30;12/22/2022
Sherbet - Raspberry #(4041598206002863);;11/23/2022
Melon - Watermelon, Seedless #();;11/27/2022
Truffle - Whole Black Peeled #(374288836449362);$100.09;12/3/2022
Mace #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$62.68;2/15/2023
Cilantro / Coriander - Fresh #(3568590082583285);$184.50;12/29/2022
Artichoke - Bottom, Canned #(3553276186779535);$198.03;2/20/2023
Bulgar #(5493319389767895);$98.83;12/29/2022
Spring Roll Wrappers #(372301927497307);$24.20;3/13/2023
Coffee Swiss Choc Almond #(4017955792220442);$63.42;2/5/2023
Soup - Campbells - Chicken Noodle #(30085866711893);$176.28;11/29/2022
Salmon - Whole, 4 - 6 Pounds #(3555730818883956);$198.27;2/6/2023
Cheese - Brie,danish #();;1/19/2023
Veal - Brisket, Provimi,bnls #(50387643596770078);$188.15;12/15/2022
Water - Green Tea Refresher #(4041598947771784);$177.19;2/10/2023
Wine - Niagara,vqa Reisling #(676741096944462380);$155.42;11/30/2022
Bamboo Shoots - Sliced #(201739664121100);$78.63;1/10/2023
Lettuce - California Mix #(56022322652300892);$167.23;12/31/2022
Cookies - Assorted #(3580729330731957);$127.11;2/12/2023
Beef - Striploin #(374288111482377);$122.23;12/21/2022
Soup - Knorr, Classic Can. Chili #();$137.77;2/21/2023
Bread Crumbs - Panko #(3567758481685800);;11/28/2022
Salmon - Whole, 4 - 6 Pounds #(3555730818883956);$198.27;2/6/2023
Pernod #(5602253498344064);$28.48;12/23/2022
Pepper - Sorrano #(3558326212773781);$16.68;1/8/2023
Cactus Pads #();$192.45;2/19/2023
Star Fruit #();;1/19/2023
Wine - Merlot Vina Carmen #(5555117544367105);$95.17;12/2/2022
Kale - Red #(3578030582732015);;1/28/2023
Coke - Diet, 355 Ml #(676718916474125819);$82.68;11/28/2022
Stock - Fish #(6333476109722733);$182.71;12/27/2022
Table Cloth 54x72 Colour #(6304928065296628);$170.69;12/18/2022
Tea - Mint #(3583353363553951);$114.09;12/22/2022
Cranberries - Frozen #(3541475437322864);$46.27;3/7/2023
Dill Weed - Dry #(3581529040028713);$39.85;2/6/2023
Sauce - Roasted Red Pepper #(3539765788931626);$33.18;2/17/2023
Pasta - Rotini, Dry #(3531252031420267);$151.80;3/7/2023
Pork - Loin, Bone - In #(3533825913790689);;1/28/2023
Wine - Cava Aria Estate Brut #(3562401851409361);$57.07;1/9/2023
Tea - English Breakfast #(3550715358418920);;2/26/2023
Vodka - Lemon, Absolut #(374622197944761);;11/28/2022
Soup - Base Broth Chix #(5602238180540657);$149.04;1/17/2023
Wine - Two Oceans Cabernet #();$29.66;12/3/2022
Piping - Bags Quizna #(3572581295882584);$191.01;3/3/2023
Coffee Swiss Choc Almond #(3545268367876454);$125.66;1/27/2023
Chocolate - Pistoles, Lactee, Milk #(3574760695461912);$143.44;3/3/2023
Salmon - Atlantic, Skin On #(56022502860497412);$22.46;3/1/2023
Nantucket Apple Juice #(3582916495953843);$2.56;12/10/2022
Vinegar - White Wine #((｡◕ ∀ ◕｡));$92.55;3/3/2023
Shrimp - 16/20, Peeled Deviened #(3565504291643239);$12.09;2/27/2023
"Fib N9 - Prague Powder #(<>?:""{}|_+)";$76.54;2/2/2023
Vodka - Smirnoff #(3583869666036295);$81.27;12/28/2022
Capers - Pickled #(3581837436898874);$173.83;12/16/2022
;$113.28;1/16/2023
Creamers - 10% #(201943030028631);$162.65;2/18/2023
Wine - Chardonnay South #(5554362250685164);$108.76;2/28/2023
Cheese - Roquefort Pappillon #(3582513731406114);$53.59;2/22/2023
Veal - Leg, Provimi - 50 Lb Max #(201694762527304);$144.38;3/9/2023
;$129.66;3/4/2023
Cornstarch #(-1/2);$128.97;11/26/2022
Salmon - Whole, 4 - 6 Pounds #(3555730818883956);$198.27;2/6/2023
Soup - Campbells, Creamy #(4876021475438);$139.50;12/16/2022
Wine - Manischewitz Concord #(3558503286766459);$118.10;
Cumin - Ground #(56022532867777631);$125.00;2/23/2023
Soup - Knorr, Chicken Gumbo #(3561807082668701);$175.66;12/5/2022
Mountain Dew #(374288496255711);$53.74;11/27/2022
Tomatoes - Roma #(374622397754978);$177.85;11/30/2022
Lemonade - Island Tea, 591 Ml #();$2.21;11/23/2022
Garam Masala Powder #(3588152640563816);$4.78;1/5/2023
Appetizer - Seafood Assortment #(0604583600344324);$87.42;1/2/2023
Sour Cream #(4405910357905549);$88.33;12/31/2022
Chervil - Fresh #(5007663911444880);$96.25;3/14/2023
Cookie Choc #(67636082748418786);$56.30;11/29/2022
;$79.30;2/7/2023
Beans - Black Bean, Preserved #(6386453506462599);$45.78;
Pasta - Gnocchi, Potato #(4903537548912592);$2.51;1/26/2023
Lettuce - Radicchio #(5007664772890161);$128.24;2/5/2023
Sponge Cake Mix - Vanilla #(3589745983319008);$198.28;3/8/2023
Soup - Campbells - Chicken Noodle #(30085866711893);$176.28;11/29/2022
Chicken - Whole Fryers #(00˙Ɩ$-);$112.50;12/28/2022
Wine - Casillero Deldiablo #(4905033238635964);$129.71;12/4/2022
Piping - Bags Quizna #(3567000086130753);$13.12;3/6/2023
Wine - Riesling Dr. Pauly #(3540349997232188);$27.16;12/8/2022
;$80.59;1/27/2023
Sugar - Palm #(67618319342455109);$85.67;2/7/2023
Nut - Peanut, Roasted #(4936223192998693417);$88.65;12/21/2022
Soup - Campbells Beef Noodle #(677129680989826698);$145.38;12/13/2022
Pasta - Rotini, Dry #(3531252031420267);$151.80;3/7/2023
Dill Weed - Dry #(3581529040028713);$39.85;2/6/2023
Cheese - Blue #(4175007174270195);$176.45;3/3/2023
Soup - Cream Of Potato / Leek #(<img src=x onerror=alert('hi') />);$70.85;1/3/2023
Noodles - Cellophane, Thin #(5100174802294257);$187.02;1/22/2023
Pork - Loin, Bone - In #(374283595607714);$102.45;2/25/2023
Vaccum Bag 10x13 #(201716179036858);$117.45;1/26/2023
Pomello #(3541027428569936);$154.54;12/24/2022
Plums - Red #(6382862421958057);$90.89;1/12/2023
Ice Cream - Super Sandwich #();$31.37;1/11/2023
Wine - White, Ej #(4936293856676685508);$109.57;12/26/2022
Longos - Burritos #(5522379913012585);$197.69;1/24/2023
Pasta - Gnocchi, Potato #(4903537548912592);$2.51;1/26/2023
Plums - Red #(6382862421958057);$90.89;1/12/2023
Extract - Almond #(3545290074955082);$50.43;12/19/2022
Truffle Shells - Semi - Sweet #(4041370696965);$56.07;2/14/2023
Coffee - Ristretto Coffee Capsule #(3547875144677688);$120.87;3/15/2023
Waffle Stix #();$17.05;2/13/2023
Garam Masala Powder #(3588152640563816);$4.78;1/5/2023
Creme De Menth - White #(3560974268704022);$24.12;2/16/2023
Tea - Lemon Scented #(3538871831369581);$145.88;
Pork - Shoulder #();$118.17;1/31/2023
Fiddlehead - Frozen #(3551723892426341);$97.30;2/15/2023
Lid Coffeecup 12oz D9542b #(˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥);$35.26;1/6/2023
Creme De Menth - White #(3536985109699693);$58.09;12/2/2022
Pasta - Canelloni, Single Serve #(3530042453176674);$109.82;12/8/2022
Cauliflower #();$163.26;2/26/2023
;$1.09;3/10/2023
Mikes Hard Lemonade #(5010122794614916);$115.13;12/30/2022
Liners - Banana, Paper #(3570593378938383);$89.13;12/31/2022
Mackerel Whole Fresh #(50384579792099602);$33.93;2/2/2023
Mushroom - King Eryingii #(3569065215368010);$156.05;12/29/2022
Liners - Banana, Paper #(3574091552943267);$77.47;3/7/2023
Cup - 6oz, Foam #(4271010448937);$109.16;3/11/2023
Pork - Loin, Bone - In #(3582499538837646);$179.04;2/24/2023
Cookies - Assorted #(4026615898165177);$5.92;1/18/2023
Cup - 6oz, Foam #(4271010448937);$109.16;3/11/2023
Tomato - Green #(1.00);$126.82;2/24/2023
Pork - Bacon, Sliced #(3588068246931852);$110.34;12/13/2022
Soup - Campbells Tomato Ravioli #(201751347585296);$135.99;12/12/2022
Edible Flower - Mixed #(372301515504019);$27.68;2/19/2023
Soup - Campbells Chili #(3556455430302578);$187.65;1/6/2023
Tomato - Green #(4917759028395791);$152.59;12/1/2022
Salt - Celery #(3531633985167329);$74.06;2/25/2023
Soup - Base Broth Chix #(5602238180540657);$149.04;1/17/2023
Octopus - Baby, Cleaned #(3574530849279548);$185.42;12/12/2022
Pickerel - Fillets #(4905554319496135203);$86.49;11/29/2022
Steam Pan - Half Size Deep #(3566776124727194);$195.88;1/25/2023
Tea - English Breakfast #(3550715358418920);;2/26/2023
;$135.11;2/13/2023
Pepper - Roasted Red #(5100179492222872);$28.58;2/9/2023
Sauce - Hp #(3572143017395302);$150.07;2/26/2023
Buffalo - Striploin #(4026609128658333);$19.74;1/28/2023
Crackers - Soda / Saltins #(6370816053838619);$129.18;12/11/2022
"Fib N9 - Prague Powder #(<>?:""{}|_+)";$76.54;2/2/2023
;;1/16/2023
Savory #();$39.16;1/28/2023
Broom - Push #(3579362956709686);$109.85;1/19/2023
Tea - Mint #(3583353363553951);$114.09;12/22/2022
;$89.51;12/5/2022
Glaze - Apricot #(56022255155929413);$169.49;2/8/2023
Plaintain #(349981865990544);$73.56;2/26/2023
Artichokes - Jerusalem #(3548254390664304);$191.99;12/13/2022
"Cake - Sheet Strawberry #(1'; DROP TABLE users--)";$121.90;2/26/2023
Lime Cordial - Roses #(6706516655990140);$181.26;2/26/2023
Molasses - Fancy #(3547032639692935);$58.81;2/16/2023
Zucchini - Mini, Green #(5010120257342959);$61.77;11/27/2022
Sponge Cake Mix - Vanilla #(3589745983319008);$198.28;3/8/2023
Bread Base - Toscano #();$156.99;12/23/2022
Schnappes Peppermint - Walker #();$48.12;2/10/2023
Eel - Smoked #(₀₁₂);;2/1/2023
Corn - Mini #(3578822510554176);$98.83;1/7/2023
Spice - Onion Powder Granulated #(5108758028720640);$117.09;3/9/2023
Sprouts - Baby Pea Tendrils #(374288290281350);$75.02;3/2/2023
Carbonated Water - Cherry #(3570593407691367);$154.85;1/13/2023
Dawn Professionl Pot And Pan #(374283781373907);$82.60;1/13/2023
Beer - Upper Canada Light #(3569050827437437);$25.59;12/22/2022
Apple - Macintosh #(30003415950110);$24.42;12/28/2022
Bread Roll Foccacia #(3538303385295780);$67.12;1/9/2023
Filter - Coffee #(3529463838962146);$166.41;12/11/2022
Cloves - Whole #(3579478848473925);$45.15;1/21/2023
Fish - Atlantic Salmon, Cold #(5602236165488140);$1.16;1/6/2023
Beer - Creemore #(36224098034121);$149.30;12/24/2022
Apple - Delicious, Red #(201871565068021);$121.19;12/7/2022
Wine - Riesling Dr. Pauly #(3540349997232188);$27.16;12/8/2022
Salmon - Whole, 4 - 6 Pounds #(3555730818883956);$198.27;2/6/2023
Samosa - Veg #(5491948602777117);$51.85;1/6/2023
Wine - Saint - Bris 2002, Sauv #(١٢٣);;1/12/2023
Cups 10oz Trans #(374622631176475);$44.72;12/29/2022
Juice - Lime #();$140.74;1/14/2023
Sugar - Cubes #(3589870686707851);$119.86;12/3/2022
Cake - Lemon Chiffon #(5100178633158391);$51.82;2/15/2023
;$58.90;12/31/2022
Butcher Twine 4r #(5010121635695308);$15.42;2/16/2023
Soup - Campbells, Beef Barley #(5002350471646287);$33.19;2/14/2023
Snails - Large Canned #(30299683865374);$48.72;
Crab - Blue, Frozen #(・(￣∀￣)・:*:);$56.02;12/12/2022
Beef - Tongue, Cooked #();$111.50;1/5/2023
Bread Roll Foccacia #(3538303385295780);$67.12;1/9/2023
Iced Tea Concentrate #(50183886512537180);$14.02;12/25/2022
Piping - Bags Quizna #(3572581295882584);$191.01;3/3/2023
Cheese - Pied De Vents #(6393342239179409);$146.18;2/16/2023
Foam Dinner Plate #(3560249637669937);$165.12;12/6/2022
Sea Bass - Whole #(3532029449758465);$94.36;1/23/2023
Vinegar - Rice #(564182365490400852);$131.25;12/6/2022
Jam - Apricot #(6761087836242701179);$16.53;1/12/2023
Pork - Belly Fresh #(4966286099724);$181.54;3/4/2023
Steampan Lid #(5602240065812219);$80.47;11/28/2022
Beans - Turtle, Black, Dry #(36856494026696);$13.36;1/28/2023
Appetizer - Escargot Puff #(5602252067951739);$105.10;2/10/2023
Edible Flower - Mixed #(372301515504019);$27.68;2/19/2023
Pheasants - Whole #(3564994101280754);$186.92;1/18/2023
Bread - Dark Rye #(3530418576161456);$122.69;12/20/2022
Wine - Fat Bastard Merlot #();$85.47;11/23/2022
Plums - Red #();$178.08;3/9/2023
Sugar - White Packet #(560225146924529657);$119.54;3/17/2023
"Fib N9 - Prague Powder #(<>?:""{}|_+)";$76.54;2/2/2023
White Baguette #(5595301997467081);$66.14;2/5/2023
Schnappes Peppermint - Walker #();$48.12;2/10/2023
Temperature Recording Station #(5602255953776912);$27.84;2/7/2023
Pernod #(5602253498344064);$28.48;12/23/2022
Cookie Choc #(67636082748418786);$56.30;11/29/2022
External Supplier #(3537361416368944);$70.08;1/9/2023
External Supplier #(3537361416368944);$70.08;1/9/2023
Plasticknivesblack #(6767464295702533749);$132.75;1/8/2023
Veal - Loin #(5552033378109898);$72.60;12/16/2022
Eggplant Oriental #(5641822231487373);$100.61;12/17/2022
Bread - Malt #(337941482222923);$153.04;12/25/2022
Beef - Tongue, Cooked #();$111.50;1/5/2023
Bread - Corn Muffaleta Onion #(4405271815284518);$176.27;2/9/2023
Wine - Cousino Macul Antiguas #(3544359327485915);$133.69;2/17/2023
Pastry - Plain Baked Croissant #(30423014817314);$93.51;12/24/2022
;$1.09;3/10/2023
;$52.25;1/7/2023
Chilli Paste, Hot Sambal Oelek #(4936463115594544097);$41.66;11/28/2022
Pepper - Chipotle, Canned #();$18.67;2/25/2023
Muskox - French Rack #(3567508288007462);$196.53;12/3/2022
Wine - White, Pelee Island #(3580106802367901);$24.88;11/29/2022
Wine - Cava Aria Estate Brut #(3562401851409361);$57.07;1/9/2023
Extract - Almond #(הָיְתָהtestالصفحات التّحول);$190.93;3/11/2023
Lamb - Loin, Trimmed, Boneless #(6709312182070383);$52.73;12/12/2022
Wine - Sawmill Creek Autumn #(561080225038232390);$136.65;12/26/2022
Irish Cream - Baileys #(3537689742876903);$53.15;2/18/2023
Wine - Magnotta - Bel Paese White #(3566443546465180);$61.23;3/10/2023
Yukon Jack #(6706722042658636);$101.85;12/2/2022
Shrimp - Baby, Cold Water #(₀₁₂);$149.64;11/23/2022
Aspic - Light #(4405135502496737);$29.60;1/18/2023
Bread Cranberry Foccacia #();$196.39;12/22/2022
Coriander - Ground #(3536978218035784);;2/23/2023
Tea - Earl Grey #();$130.74;2/27/2023
Wine - Peller Estates Late #(675957755261558358);$21.89;12/3/2022
"Cake - Sheet Strawberry #(1'; DROP TABLE users--)";$121.90;2/26/2023
